name,state,established,stamp_index,coordinates,latitude,longitude
SMOKE HOLE,West Virginia,1930,1,True,38.85733,-79.28337
SOFT SHELL,Kentucky,1926,1,True,37.40132,-82.94244
SOMERS,Virginia,1925,1,True,37.78819,-76.56634
SOURWOOD,Kentucky,1941,1,True,37.21944,-83.79967
SOUTH BELOIT,Illinois,1931,0,True,42.4877,-89.04025
SOUTH INTERNATIONAL FALLS,Minnesota,1948,0,True,48.58667,-93.39862
SOUTH IRVINE,Kentucky,1933,1,True,37.68342,-83.97687
SOUTH POINT,Ohio,1960,0,True,38.42531,-82.57713
SOUTH RIPLEY,Kentucky,1935,1,True,38.74118,-83.85409
SOUTH ROXANA,Illinois,1936,0,True,38.83115,-90.06339
SOUTH SHORE,Kentucky,1940,1,True,38.72053,-82.95581
SOUTH SHORE,Kentucky,1958,0,True,38.72053,-82.95581
SOUTHDOWN,Kentucky,1921,1,True,37.15957,-82.798
SOUTHFIELD,Michigan,1959,0,True,42.48762,-83.2632
SPARKS-GLENCOE,Maryland,1967,0,True,39.52953,-76.64577
SPEED,Indiana,1922,1,True,38.41229,-85.75246
SPELTER,West Virginia,1928,0,True,39.34707,-80.31806
SPENCER RIDGE,Kentucky,1935,1,True,37.56092,-83.8102
SPLINT,Kentucky,1936,1,True,36.92565,-83.16378
SPOT,North Carolina,1928,0,True,36.11822,-75.81908
SPREAD EAGLE,Wisconsin,1927,1,True,45.8819,-88.13985
SPRING LAKE,North Carolina,1948,0,True,35.16883,-78.97773
SPRING PARK,Minnesota,1949,0,True,44.93738,-93.62471
SPRUCE HOLLOW,West Virginia,1927,6,True,38.97703,-81.12261
SPURLOCK,Kentucky,1928,0,True,37.21198,-83.6294
SQUAW LAKE,Minnesota,1923,0,True,47.62735,-94.13727
SQUIB,Kentucky,1923,1,True,37.15536,-84.3266
STAB,Kentucky,1922,0,True,37.15147,-84.43688
STALCUP,Kentucky,1924,2,True,36.70284,-85.44663
STANDARD CITY,Illinois,1962,0,True,39.35227,-89.7876
STANLEYTOWN,Virginia,1927,0,True,36.74488,-79.95885
STANVILLE,Kentucky,1956,0,True,37.56522,-82.6424
STATE FARM,Virginia,1923,1,True,37.64542,-77.82833
STAY,Kentucky,1925,1,True,37.51037,-83.65214
STEELES,West Virginia,1943,1,True,37.539,-81.77539
STEINMAN,Virginia,1922,1,True,37.17872,-82.34153
STEPHENSON,West Virginia,1934,0,True,37.57916,-81.33069
STICKNEY,West Virginia,1921,1,True,37.9015,-81.52761
STILSON,Kentucky,1921,5,True,36.77148,-83.68208
STINGRAY POINT,Virginia,1940,4,True,37.55874,-76.30522
STINNETT,Kentucky,1922,0,True,37.09078,-83.39625
STOLL,Kentucky,1928,2,True,37.86229,-83.49643
STONY FORK,Kentucky,1946,0,True,36.60175,-83.75214
STONY LAKE,Michigan,1937,1,True,43.55973,-86.50008
STOPOVER,Kentucky,1949,0,True,37.51571,-82.09272
STORMKING,Kentucky,1921,4,True,37.21661,-83.15097
STRATTON,Ohio,1933,0,True,40.51999,-80.62648
STURTEVANT,Wisconsin,1923,0,True,42.7001,-87.90456
SUGAR HILL,Kentucky,1924,3,True,37.12702,-84.55439
SUNBRIGHT,Virginia,1953,2,True,36.7301,-82.76127
SUNCREST,West Virginia,1921,2,True,38.68816,-80.25341
SUNDELL,Michigan,1922,1,True,46.34722,-87.08
SUNDIAL,West Virginia,1941,1,True,37.8765,-81.51511
SUNSET HILLS,Virginia,1923,1,True,38.95483,-77.34971
SUNSHINE,Kentucky,1938,1,True,36.83676,-83.32879
SUOMI,Minnesota,1921,4,True,47.48333,-93.73889
SUROSA,West Virginia,1935,1,True,37.64149,-82.17513
SWAMP BRANCH,Kentucky,1923,0,True,37.73593,-82.89489
SWANPOND,Kentucky,1921,2,True,36.83347,-83.91143
SYBIAL,West Virginia,1924,1,True,38.47593,-81.37095
SYLVAN LAKE,Michigan,1922,6,True,42.61139,-83.32861
SYLVESTER,West Virginia,1941,0,True,38.01174,-81.55988
SYMBOL,Kentucky,1929,0,True,37.27398,-84.13882
TABOR  CITY,North Carolina,1935,0,True,34.14941,-78.87439
TALL TIMBERS,Maryland,1929,0,True,38.16511,-76.5346
TALLEGA,Kentucky,1934,0,True,37.56037,-83.59019
TALMOON,Minnesota,1939,1,True,47.6,-93.77361
TAMCLIFF,West Virginia,1921,1,True,37.63844,-81.87651
TARKILN,Kentucky,1924,3,True,37.99222,-82.85847
TAYLOR,Kentucky,1927,2,True,38.72053,-82.95581
TAYLOR,Michigan,1958,0,True,42.22522,-83.2766
TAYLORVILLE,West Virginia,1938,1,True,37.66427,-82.15652
TEETERSVILLE,Kentucky,1938,1,True,36.81314,-83.33602
TEMPLEMAN,Virginia,1949,1,True,38.07069,-76.77496
THACKERAY,Illinois,1927,1,True,38.12005,-88.4531
THE HEIGHTS,Michigan,1923,1,True,44.32752,-84.77447
THOUSANDSTICKS,Kentucky,1924,0,True,37.18509,-83.4288
THREE FORKS,Kentucky,1936,0,True,37.76121,-82.45904
THREE NOTCH,Maryland,1942,5,True,38.1979,-76.39439
THREEWAY,Virginia,1922,1,True,37.99263,-76.69912
THURSDAY,West Virginia,1921,1,True,39.05203,-81.02233
TIDEMILL,Virginia,1936,1,True,37.26792,-76.48301
TIGNOR,Virginia,1922,1,True,37.97597,-77.10747
TILFORD,Kentucky,1950,1,True,37.03065,-83.066
TIPP CITY,Ohio,1938,0,True,39.9677,-84.18028
TIPPLE,West Virginia,1923,1,True,37.67126,-81.46477
TIPTOP,Kentucky,1926,1,True,37.61398,-83.061
TOAD,West Virginia,1925,6,True,38.21845,-80.61398
TOAST,North Carolina,1929,0,True,36.5023,-80.63198
TONER,Kentucky,1946,1,True,37.03287,-83.17239
TOOKLAND,Virginia,1925,1,True,37.25039,-82.10847
TOPMOST,Kentucky,1923,0,True,37.36178,-82.78912
TOTZ,Kentucky,1921,0,True,36.94466,-83.11747
TOULOUSE,Kentucky,1939,1,True,37.2487,-83.35401
TOURISTVILLE,Kentucky,1929,1,True,36.92563,-84.76161
TOWNE,West Virginia,1927,5,True,37.96095,-81.14732
TRACE,West Virginia,1921,2,True,37.88732,-82.1968
TRACE FORK,Virginia,1927,4,True,37.04372,-82.4946
TRACEBRANCH,Kentucky,1926,4,True,36.89629,-83.86822
TRAUNIK,Michigan,1927,0,True,46.26083,-86.96972
TREMONT,Kentucky,1945,1,True,36.84388,-83.39546
TRIANGLE,Virginia,1936,0,True,38.54571,-77.33228
TRIMONT,Minnesota,1959,0,True,43.76226,-94.71451
TRIXIE,Kentucky,1931,1,True,37.3345,-83.67008
TROUTMAN,North Carolina,1956,0,True,35.6997,-80.88825
TRUAX,Iowa,1926,2,True,41.19334,-92.73075
TRUMANS POINT,Maryland,1931,3,True,38.57068,-76.68218
TUB,Kentucky,1923,2,True,37.33064,-83.14111
TUCKASEGEE,North Carolina,1946,0,True,35.26978,-83.12228
TUNGSTEN,North Carolina,1949,1,True,36.51375,-78.47028
TURKEY CREEK,Kentucky,1936,0,True,37.67532,-82.30096
TURPIN,Virginia,1941,2,True,37.76125,-77.14692
TUTOR KEY,Kentucky,1938,0,True,37.84454,-82.76683
TUXEDO PARK,Delaware,1924,0,True,39.71817,-75.62048
TWAY,Kentucky,1949,1,True,36.82615,-83.32111
TWENTYSIX,Kentucky,1927,1,True,37.94481,-83.36101
TWILIGHT,West Virginia,1948,0,True,37.925,-81.62197
ULA,Kentucky,1925,1,True,37.09841,-84.43049
UNGER,West Virginia,1950,1,True,39.43676,-78.25445
UNION LAKE,Michigan,1961,0,True,42.6158,-83.43484
UPPER HILL,Maryland,1927,1,True,38.11179,-75.79021
URY,West Virginia,1923,1,True,37.65373,-81.3151
VADA,Kentucky,1936,0,True,37.62259,-83.59074
VALE,North Carolina,1924,0,True,35.53988,-81.3969
VALHALLA,North Carolina,1923,1,True,35.22484,-82.26456
VALLEY,West Virginia,1928,3,True,39.355,-78.76523
VALLEY CHAPEL,West Virginia,1921,1,True,39.11009,-80.49454
VALLEY CHURCH,West Virginia,1921,5,True,39.10981,-80.49454
VAN CAMP,Kentucky,1924,2,True,37.0642,-83.57286
VAN DYKE,Michigan,1925,1,True,42.50198,-83.04769
VANCLEVE,Kentucky,1929,0,True,37.62759,-83.41352
VAWTER,Minnesota,1922,3,True,45.91222,-94.24472
VEACHLAND,Kentucky,1943,1,True,38.21192,-85.18893
VENIA,Virginia,1923,1,True,37.09122,-82.04985
VERDUNVILLE,West Virginia,1921,0,True,37.84695,-82.04802
VERNE,Kentucky,1930,1,True,36.71925,-84.06965
VICCO,Kentucky,1923,0,True,37.21571,-83.0612
VICKER,Virginia,1924,1,True,37.16374,-80.48783
VICTORIA,Michigan,1930,2,True,46.69917,-89.22972
VILLAMONT,Virginia,1921,0,True,37.39541,-79.77615
VIRGINIA MINERAL SPRINGS,Virginia,1927,4,True,37.52763,-80.06616
WAKENVA,Virginia,1926,1,True,37.04177,-82.3132
WALBURN,West Virginia,1921,5,True,38.04288,-81.57373
WALES,Minnesota,1923,1,True,47.235,-91.74667
WALKER,Maryland,1924,2,True,39.65955,-76.67164
WALSH,Michigan,1927,4,True,46.34556,-86.18444
WARDS,Kentucky,1932,1,True,37.45951,-85.61024
WARREN,Michigan,1957,0,True,42.50198,-83.04769
WARRIORMINE,West Virginia,1923,0,True,37.29325,-81.69685
WASHINGTON ISLAND,Wisconsin,1926,0,True,45.35673,-86.92954
WATERS,Michigan,1930,0,True,44.87908,-84.69906
WATERVIEW,Maryland,1921,1,True,38.24707,-75.90299
WATERVILLE,North Carolina,1927,1,True,35.77121,-83.1007
WATTS,Kentucky,1949,1,True,37.44454,-83.31379
WAUKANHA,Minnesota,1922,4,True,48.25889,-93.72917
WAVERLY HILLS,Kentucky,1930,1,True,38.12396,-85.8408
WAVES,North Carolina,1939,0,True,35.56685,-75.46849
WAYNE,Ohio,1927,0,True,41.30068,-83.47383
WEBB LAKE,Wisconsin,1938,1,True,46.00939,-92.13269
WEBERSTOWN,Kentucky,1928,2,True,37.77033,-86.77888
WELCH COVE,North Carolina,1943,1,True,35.43564,-83.81906
WELGE,Illinois,1925,1,True,37.95644,-89.7126
WELLHOPE,Kentucky,1921,1,True,37.3162,-84.31827
WELLS,Kentucky,1925,2,True,37.85442,-83.25032
WENDOVER,Kentucky,1926,0,True,37.12694,-83.3633
WEST BADEN SPRINGS,Indiana,1935,0,True,38.56558,-86.6136
WEST BEACH,Maryland,1934,1,True,38.68821,-76.5357
WEST DANTE,Virginia,1936,2,True,36.97899,-82.32153
WEST DES MOINES,Iowa,1938,1,True,41.57166,-93.70911
WEST PEDUCAH,Kentucky,1925,0,True,37.06817,-88.75788
WEST POINT,Ohio,1955,0,True,40.70839,-80.70258
WEST SOMERSET,Kentucky,1923,1,True,37.06809,-84.62513
WEST VIRGINIA,Minnesota,1953,1,True,47.51556,-92.57
WESTFIELD CENTER,Ohio,1971,0,True,41.02701,-81.93051
WESTGAP,Virginia,1923,5,True,38.76567,-78.94892
WESTLAKE,Ohio,1940,1,True,41.4556,-81.91792
WESTMONT,Illinois,1922,0,True,41.78382,-87.9743
WESTMORELAND,Virginia,1930,0,True,38.0643,-76.55884
WESTMORELAND,West Virginia,1921,5,True,38.40064,-82.5121
WEYERHAEUSER,Wisconsin,1976,0,True,45.423,-91.41421
WHARTON,West Virginia,1927,0,True,37.89729,-81.67132
WHIPHOLT,Minnesota,1925,0,True,47.04889,-94.365
WHITAKER,Kentucky,1933,1,True,37.72343,-82.84683
WHITAKERS,North Carolina,1962,0,True,36.10575,-77.71298
WHITE HALL,Virginia,1941,0,True,38.11912,-78.66414
WHITE OAK,West Virginia,1946,0,True,37.69427,-81.07616
WHITE OAK JUNCTION,Kentucky,1931,1,True,36.70285,-84.593
WHITE PINE,Michigan,1954,0,True,46.75095,-89.57496
WHITING,Kentucky,1941,1,True,37.02702,-83.28055
WHITTLE,Kentucky,1921,1,True,37.02201,-84.96162
WHOOPFLAREA,Kentucky,1932,1,True,37.28136,-83.55929
WIDECREEK,Kentucky,1929,0,True,37.6112,-83.5313
WILBERN,Illinois,1929,1,True,40.9467,-89.3237
WILEY FORD,West Virginia,1922,0,True,39.61772,-78.77518
WILLIAMS MOUNTAIN,West Virginia,1938,1,True,38.02788,-81.67012
WILLIAMS RIVER,West Virginia,1927,3,True,38.34039,-80.37619
WILLIAMSON,Iowa,1921,0,True,41.08838,-93.25658
WILLIS CREEK,Kentucky,1927,1,True,36.81541,-85.22417
WILMA,Kentucky,1926,3,True,37.3758,-83.90218
WILSIE,West Virginia,1922,0,True,38.68732,-80.88538
WILSONVILLE,Illinois,1924,0,True,39.07091,-89.85459
WILSTACY,Kentucky,1927,1,True,37.5337,-83.25268
WILTON,Iowa,1972,0,True,41.58854,-91.01573
WINDON,Kentucky,1924,3,True,37.34952,-83.31212
WINDSOR HEIGHTS,West Virginia,1927,0,True,40.19088,-80.6637
WINDY,Kentucky,1924,0,True,36.74609,-84.98065
WISCOAL,Kentucky,1929,1,True,37.23678,-83.65609
WISCONSIN DELLS,Wisconsin,1931,0,True,43.62445,-89.77397
WISCONSIN RAPIDS,Wisconsin,1931,0,True,44.38998,-89.82402
WITTENSVILLE,Kentucky,1930,0,True,37.86184,-82.80518
WOLF LAKE,Minnesota,1947,0,True,46.80306,-95.35222
WOLF PEN,West Virginia,1925,1,True,37.53706,-81.59372
WOLVERINE,Kentucky,1928,0,True,37.58092,-83.40824
WONDER LAKE,Illinois,1936,0,True,42.38038,-88.34437
WONNIE,Kentucky,1930,0,True,37.79306,-83.15057
WOOD,Wisconsin,1937,1,True,43.02585,-87.97536
WOOD DALE,Illinois,1931,0,True,41.9627,-87.97929
WOODWAY,Virginia,1935,1,True,36.73176,-82.99211
WORTHINGTON,Kentucky,1933,0,True,38.54892,-82.72792
WRIGHTSVILLE BEACH,North Carolina,1941,0,True,34.21603,-77.81013
WRIGHTSVILLE SOUND,North Carolina,1923,1,True,34.22073,-77.81721
WYOMING,West Virginia,1935,0,True,37.582,-81.60048
YANCEY,Kentucky,1924,1,True,36.76658,-83.32064
YEADDISS,Kentucky,1923,0,True,37.07,-83.21865
YELLOW ROCK,Kentucky,1941,1,True,37.57092,-83.80492
YODER,Indiana,1934,0,True,40.93074,-85.17713
ZANESVILLE,Indiana,1964,0,True,40.91759,-85.2816
ZILPO,Kentucky,1921,1,True,38.07186,-83.49093
ABARR,Colorado,1923,2,True,39.85054,-102.7072
ACALA,Texas,1925,1,True,31.33401,-105.9144
ACKERLY,Texas,1924,0,True,32.52591,-101.7159
ADAIR VILLAGE,Oregon,1947,2,True,44.67068,-123.2179
ADAMS,Oklahoma,1930,0,True,36.75644,-101.0748
ADAMS CITY,Colorado,1923,1,True,39.81776,-104.9345
ADAMS DIGGINGS,New Mexico,1930,2,True,34.4695,-108.2848
ADAMSVILLE,Kansas,1925,2,True,37.17336,-97.17643
ADAVEN,Nevada,1939,2,True,38.13217,-115.6003
ADOBE,New Mexico,1933,3,True,33.86229,-106.305
AFTON,New Mexico,1923,2,True,32.03954,-106.9442
AGOURA,California,1927,0,True,34.14306,-118.7379
AIKEN,Texas,1922,0,True,34.13979,-101.5198
AKELA,New Mexico,1921,2,True,32.24676,-107.4056
AKIACHAK,Alaska,1934,0,True,60.91066,-161.4425
AKULURAK,Alaska,1924,2,True,60.2775,-162.4414
ALAKANUK,Alaska,1947,0,True,62.68486,-164.6453
ALAMO,Colorado,1923,2,True,37.65557,-104.9586
ALATNA,Alaska,1925,4,True,66.56389,-152.6667
ALEKNAGIK,Alaska,1937,0,True,59.27927,-158.6226
ALIRE,New Mexico,1923,5,True,36.47641,-106.5809
ALITAK,Alaska,1934,3,True,56.94556,-154.1703
ALLAKAKET,Alaska,1938,0,True,66.56386,-152.645
ALLANTOWN,Arizona,1924,4,True,35.29197,-109.1584
ALLISON,Texas,1929,0,True,35.60772,-100.1002
ALLRED,Texas,1938,1,True,32.98621,-102.888
ALMADEN,California,1934,1,True,37.17606,-121.8208
ALMANOR,California,1932,1,True,40.21739,-121.1766
ALMBERG,Montana,1922,7,True,46.56166,-107.0528
ALTAMONT,Utah,1953,0,True,40.35903,-110.2853
AMANDA PARK,Washington,1942,0,True,47.45955,-123.8918
AMARGOSA VALLEY,Nevada,1982,0,True,36.64384,-116.4003
AMBLER,Alaska,1963,0,True,67.08651,-157.8554
AMERICAN RIVER,Washington,1930,3,True,46.97595,-121.1618
AMHERST,Texas,1923,0,True,34.01007,-102.4152
ANAHOLA,Hawaii,1934,0,True,22.14486,-159.3147
ANAKTUVUK PASS,Alaska,1951,0,True,68.14071,-151.734
ANCHOR POINT,Alaska,1949,0,True,59.7827,-151.8326
ANDERSON ISLAND,Washington,1958,1,True,47.16519,-122.6999
ANDREAFSKI,Alaska,1951,2,True,62.05306,-163.1658
ANGELUS OAKS,California,1962,0,True,34.14962,-116.9806
ANGOON,Alaska,1928,0,True,57.49962,-134.5801
ANNETTE,Alaska,1947,1,True,55.06167,-131.5417
ANTHONY,Texas,1981,0,True,31.99927,-106.6055
ANTON,Texas,1925,0,True,33.81067,-102.1642
ANZA,California,1926,0,True,33.55866,-116.675
APACHE CREEK,New Mexico,1928,1,True,33.83311,-108.6251
APACHE JUNCTION,Arizona,1950,0,True,33.42135,-111.5478
APPERSON,Oklahoma,1921,1,True,36.75115,-96.76614
APPLE VALLEY,California,1949,0,True,34.49963,-117.1809
ARCTIC VILLAGE,Alaska,1959,0,True,68.12694,-145.5378
ARDENVOIR,Washington,1925,0,True,47.73206,-120.3626
ARENAS VALLEY,New Mexico,1947,0,True,32.79396,-108.1842
ARIPINE,Arizona,1922,1,True,34.37393,-110.4029
ARNOLD,California,1934,0,True,38.25727,-120.3486
AROCK,Oregon,1926,0,True,42.91512,-117.5256
ARROWBEAR LAKE,California,1927,1,True,34.21084,-117.0834
ARTESIA,Colorado,1946,1,True,40.24358,-109.0146
ARTHUR,Oregon,1929,6,True,44.91377,-117.4774
ASHMORE,Texas,1940,1,True,32.91537,-102.2785
ASPENTUNNEL,Wyoming,1922,1,True,41.20578,-110.7518
ASPGROVE,Oregon,1921,5,True,42.59403,-121.8617
ATKA,Alaska,1938,2,True,52.21324,-174.2077
ATOMIC CITY,Idaho,1950,0,True,43.44491,-112.8128
ATWOOD,California,1924,0,True,33.86851,-117.8296
AUGUSTINE,New Mexico,1927,1,True,34.11339,-107.67
AUKE BAY,Alaska,1946,1,True,58.38729,-134.6491
AUSTONIO,Texas,1932,1,True,31.18574,-95.63856
AVENAL,California,1929,0,True,36.00745,-120.1239
AVILA BEACH,California,1955,0,True,35.18064,-120.7333
AVONDALE-GOODYEAR,Arizona,1975,0,True,33.43857,-112.3914
AVRA,Arizona,1932,5,True,32.32785,-111.2182
AYER,Washington,1951,2,True,46.59625,-118.3483
BACLIFF,Texas,1948,0,True,29.50712,-94.98229
BADGER BASIN,Wyoming,1940,1,True,44.92578,-109.0732
BADNATION,South Dakota,1938,3,True,43.65166,-100.3699
BAILEYBORO,Texas,1922,1,True,34.02675,-102.8197
BAIROIL,Wyoming,1924,0,True,42.24297,-107.5594
BAKER,Oklahoma,1953,0,True,36.86947,-101.0179
BAKER,California,1933,0,True,35.27859,-116.0553
BAKERSBURG,Oklahoma,1931,1,True,36.86947,-101.0179
BAKERSFIELD,Texas,1929,1,True,30.89127,-102.2979
BALANCE ROCK,California,1935,1,True,35.80606,-118.652
BALBOA ISLAND,California,1928,1,True,33.60603,-117.8895
BALDWIN,Alaska,1931,5,True,66.25972,-161.3461
BALLICO,California,1924,0,True,37.45158,-120.7019
BANKERSMITH,Texas,1929,2,True,30.12576,-98.82142
BANZET,Oklahoma,1922,2,True,36.94285,-95.25163
BAPCHULE,Arizona,1931,0,True,33.13644,-111.8732
BARANOF,Alaska,1929,1,True,57.08944,-134.8331
BARGE,Alaska,1950,4,True,57.3825,-134.3986
BARGER,Washington,1922,6,True,45.92486,-119.4275
BARKERVILLE,Arizona,1924,4,True,32.83174,-110.9454
BARNESTON,Nebraska,1950,0,True,40.04834,-96.57697
BARNOSKIE,Oklahoma,1923,4,True,35.60667,-94.93294
BARNSDALL,Oklahoma,1921,0,True,36.56201,-96.1629
BARTLETT,Alaska,1949,2,True,64.80833,-148.0083
BARTLETT,California,1926,1,True,36.4766,-118.0309
BARTLETT,Colorado,1928,3,True,37.43335,-102.1441
BATESLAND,South Dakota,1923,0,True,43.129,-102.1014
BATTIEST,Oklahoma,1928,0,True,34.39344,-94.92495
BAXTER,California,1935,0,True,39.21295,-120.781
BAYVIEW,California,1925,2,True,40.77263,-124.184
BEAR BUTTE,South Dakota,1925,1,True,44.47443,-103.3074
BEAR CREEK,Wyoming,1921,2,True,43.27219,-105.6128
BEAVER,Alaska,1921,0,True,66.35987,-147.3973
BEAVER MARSH,Oregon,1927,7,True,43.13402,-121.8031
BEAVERCREEK,Oregon,1922,0,True,45.28825,-122.5372
BECKWOURTH,California,1932,1,True,39.82018,-120.3788
BEECHER ISLAND,Colorado,1925,1,True,39.87221,-102.1844
BELKOFSKY,Alaska,1921,2,True,55.08889,-162.0306
BELL MOUNTAIN,California,1953,3,True,34.62416,-117.207
BELLMEAD,Texas,1937,1,True,31.60159,-97.10295
BELVEDERE-TIBURON,California,1956,0,True,37.87445,-122.4593
BENBOW,California,1929,1,True,40.06848,-123.7845
BENNETT,New Mexico,1940,1,True,32.0679,-103.211
BENNVIEW,Texas,1928,2,True,28.79166,-96.66914
BENRUD,Montana,1923,2,True,48.45252,-105.5347
BERNE,Washington,1926,5,True,47.76984,-120.9809
BERRYDALE,Washington,1921,2,True,47.33982,-122.1279
BERVIE,Montana,1922,3,True,47.50833,-107.909
BEST,Texas,1924,1,True,31.2246,-101.6212
BETATAKIN,Arizona,1932,4,True,36.68389,-110.5357
BETHEL COLLEGE,Kansas,1934,3,True,38.07223,-97.34559
BETHEL ISLAND,California,1947,0,True,38.01874,-121.6402
BETTLES FIELD,Alaska,1950,0,True,66.92316,-151.508
BETTY O'NEAL,Nevada,1925,6,True,40.45908,-116.8934
BIG BASIN,California,1928,1,True,37.17245,-122.2219
BIG BEAR CITY,California,1928,0,True,34.2614,-116.8467
BIG BEAR LAKE,California,1938,0,True,34.24418,-116.9117
BIG BEAR PARK,California,1934,1,True,34.24334,-116.8289
BIG BEND,California,1922,0,True,41.01967,-121.9118
BIG BEND NATIONAL PARK,Texas,1950,0,True,29.32782,-103.2059
BIG BOW,Kansas,1925,1,True,37.56502,-101.5616
BIG CANYON,Oklahoma,1922,1,True,34.36312,-97.02591
BIG CREEK,Idaho,1936,2,True,45.12713,-115.3243
BIG DELTA,Alaska,1925,2,True,64.1525,-145.8422
BIG FLAT,California,1935,2,True,41.06792,-122.9348
BIG FOUR,Washington,1922,2,True,48.06594,-121.509
BIG LAKE,Alaska,1950,3,True,61.5519,-149.8201
BIG SPRINGS,Nebraska,1943,0,True,41.06283,-102.0744
BINGHAM,New Mexico,1934,0,True,33.88868,-106.3797
BIRDSEYE,Utah,1930,2,True,39.9244,-111.5496
BLACK CANYON,Arizona,1955,1,True,34.07087,-112.1507
BLACK CANYON CITY,Arizona,1966,0,True,34.06564,-112.1512
BLACK FOREST,Nevada,1926,3,True,40.56826,-114.81
BLACK SPRINGS,Nevada,1947,2,True,39.60963,-119.856
BLACKPIPE,South Dakota,1939,1,True,43.34389,-101.2746
BLALACK,Arizona,1927,4,True,32.69921,-114.513
BLAZON,Wyoming,1924,2,True,41.67967,-110.5354
BLEDSOE,Texas,1926,0,True,33.61702,-103.0179
BLEWETT,Texas,1928,1,True,29.18496,-100.0306
BLOSSBURG,Montana,1950,2,True,46.63271,-112.322
BLUE BELL,South Dakota,1932,2,True,43.71665,-103.4824
BLUE CANON,California,1936,1,True,39.2549,-120.7097
BLUE DIAMOND,Nevada,1942,0,True,36.04754,-115.4069
BLUE DIAMONDVILLE,Nevada,1942,5,True,36.04754,-115.4069
BLUE JAY,California,1924,0,True,34.2457,-117.2097
BLUE MOUNTAIN,Colorado,1950,2,True,40.2483,-108.8618
BLUFFER,Montana,1921,6,True,45.16053,-106.9728
BOATMAN,Oklahoma,1922,1,True,36.25843,-95.18441
BODEGA BAY,California,1941,0,True,38.32431,-123.0386
BOILING POINT,Oregon,1932,4,True,45.59235,-118.5958
BOLING,Texas,1926,0,True,29.26409,-95.94508
BONANZA,Utah,1941,1,True,40.02108,-109.1773
BOND,Colorado,1936,0,True,39.87389,-106.6874
BONDS CORNER,California,1929,6,True,32.69366,-115.3372
BONDURANT,Wyoming,1938,0,True,43.16012,-110.3637
BONG,Washington,1948,2,True,47.63405,-117.6686
BOOTH,Oregon,1934,3,True,43.84873,-124.0884
BOREGO,California,1928,2,True,33.22115,-116.3342
BORGER,Texas,1926,0,True,35.66145,-101.3948
BORON,California,1938,0,True,35.00177,-117.65
BORREGO SPRINGS,California,1949,0,True,33.25451,-116.3787
BOULDER CITY,Nevada,1931,0,True,35.97899,-114.8355
BOUNDARY,Alaska,1940,3,True,64.07778,-141.1069
BOWLEGS,Oklahoma,1927,0,True,35.14469,-96.66985
BOWMAN LAKE,Montana,1924,5,True,48.83053,-114.2024
BOWRING,Oklahoma,1923,1,True,36.87813,-96.11999
BOYES HOT SPRINGS,California,1938,0,True,38.31402,-122.4818
BOYS' RANCH,Texas,1952,0,True,35.53144,-102.2541
BOYS TOWN,Nebraska,1934,0,True,41.26069,-96.13802
BRAAE,Wyoming,1926,2,True,42.44358,-105.4594
BRADWOOD,Oregon,1931,1,True,46.19678,-123.439
BRAVE,South Dakota,1922,3,True,43.66833,-100.3882
BRAYMILL,Oregon,1924,5,True,42.60903,-121.8108
BREITENBUSH,Oregon,1928,2,True,44.78179,-121.972
BREVIG MISSION,Alaska,1963,0,True,65.33506,-166.4873
BRIDGE CITY,Texas,1946,0,True,30.02385,-93.84212
BRIDGELAND,Utah,1932,0,True,40.16301,-110.2343
BRIGHTON,Utah,1946,2,True,40.60384,-111.5821
BRISBANE,California,1931,0,True,37.68521,-122.4027
BRISCOE,Texas,1930,0,True,35.58404,-100.2886
BRISTOL SILVER,Nevada,1929,2,True,38.07996,-114.6194
BROAD PASS,Alaska,1951,3,True,63.23333,-149.2667
BROADVIEW,New Mexico,1931,0,True,34.81951,-103.2136
BROOK FOREST,Colorado,1921,1,True,39.57943,-105.3819
BROWNLEE,Nebraska,1988,0,True,42.28805,-100.6257
BROWNSTOWN,Washington,1932,0,True,46.40469,-120.607
BRUNING,Nebraska,1987,0,True,40.33639,-97.56581
BRYCE CANYON,Utah,1921,1,True,37.62832,-112.1677
BUCHANAN DAM,Texas,1935,0,True,30.74002,-98.4307
BUCKEYE,New Mexico,1939,1,True,32.80207,-103.5058
BUCKLAND,Alaska,1936,3,True,65.97972,-161.1231
BUCKLAND,Alaska,1962,0,True,65.97972,-161.1231
BUCKS LAKE,California,1940,3,True,39.87072,-121.1844
BUENA VISTA,New Mexico,1923,0,True,35.91365,-105.2492
BULA,Texas,1925,0,True,33.91148,-102.638
BULLHEAD CITY,Arizona,1946,0,True,35.10423,-114.6124
BURNS CANON,New Mexico,1923,5,True,36.46528,-106.7825
BURNS FLAT,Oklahoma,1936,0,True,35.35574,-99.17075
BURNT RANCH,Oregon,1935,4,True,44.73791,-120.3197
BURRIS,Wyoming,1922,1,True,43.36412,-109.2749
BUSH CITY,Kansas,1921,1,True,38.21114,-95.1447
BUTTE,North Dakota,1927,0,True,47.83839,-100.6653
BUTTE VALLEY,Colorado,1938,2,True,37.6664,-104.9561
CACTUS,Texas,1948,0,True,36.05177,-102.0054
CADIZ,California,1939,0,True,34.52,-115.5128
CADMUS,Montana,1921,6,True,48.6372,-112.462
CALIFORNIA HOT SPRINGS,California,1926,0,True,35.88093,-118.6682
CALIMESA,California,1929,0,True,33.99975,-117.061
